project_code,project_name,sector,physical_progress,expenditure,delay_probability,cost_overrun_probability,overall_risk_percentage,overall_risk_level,top_delay_factors,top_cost_overrun_factors
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,41,160.48,0.785,0.0,39.25,Low Risk,progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Aviation & Aviation Infrastructure: reduces cost-overrun risk | agency_Airport Authority of India [AAI]: reduces cost-overrun risk | ministry_Ministry of Civil Aviation: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
400111,Kelo Irrigation Project,Water Resources,71,616.93,0.985,1.0,99.25,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
701392,Krishna Koyana Lift Irrigation Project,Water Resources,90,1069.82,0.93,1.0,96.5,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | sector_Water Resources: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
701396,Lower Pedhi Project,Water Resources,64,1324.78,0.945,1.0,97.25,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk | project_duration_months: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
701408,Madhya Ganga canal Phase-II,Water Resources,82,4415.24,0.99,1.0,99.5,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Water Resources: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
701398,Nardave Medium Irrigation Project,Water Resources,73,623.5,0.99,1.0,99.5,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | physical_progress: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
701412,North Koel Reservoir Project,Water Resources,32,142.1,0.845,1.0,92.25,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | sector_Water Resources: increases delay risk | expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk"
400096,Omkareshwar CADWM Project,Water Resources,3,172.56,0.73,0.945,83.74999999999999,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: reduces delay risk | sector_Water Resources: increases delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk"
701415,Polavaram Irrigation Project,Water Resources,83,24347.8,0.845,1.0,92.25,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | sector_Water Resources: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
400104,Punpun Barrage Project,Water Resources,44,469.66,0.86,0.99,92.5,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: reduces delay risk | sector_Water Resources: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: increases delay risk","ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk"
400109,Purna Barrage-2 [Ner Dhamana] Medium Irrigation Project,Water Resources,69,690.49,0.995,1.0,99.75,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk"
701406,Rajiv Bhima Lift Irrigation Scheme,Water Resources,100,1839.76,1.0,1.0,100.0,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | agency_Irrigation and CAD-TG: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
701410,Relining of Rajasthan feeder and Sirhind Feeder canal,Water Resources,80,2962.99,0.98,1.0,99.0,High Risk,"physical_progress: increases delay risk | expenditure_ratio: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure: increases delay risk | sector_Water Resources: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk"
400100,Sardar Gouthu Latchanna Thotapalli Barrage Project,Water Resources,95,869.11,0.99,1.0,99.5,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
400097,Sardar Sarovar CADWM Project,Water Resources,90,4954.99,1.0,1.0,100.0,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Water Resources: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
701372,Sardar Sarovar Project,Water Resources,93,31767.6,1.0,1.0,100.0,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Water Resources: increases delay risk","sector_Water Resources: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
701411,Shahpur Kandi Dam Project,Water Resources,80,2072.33,0.925,1.0,96.25,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk"
400102,Sri Ram Sagar Project Stage - II,Water Resources,96,940.7,0.99,1.0,99.5,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | agency_Irrigation and CAD-TG: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
